lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
snifter,n,185,0.19,7,2,0,7-8,low,easy
deictic,j,184,0.19,7,2,0,7-8,low,easy
imminence,n,183,0.18,9,3,0,7-8,low,hard
overwork,n,183,0.18,8,3,0,7-8,low,easy
prussian,n,183,0.18,8,2,0,7-8,low,easy
launchpad,n,182,0.18,9,2,1,7-8,low,hard
misspent,j,181,0.18,8,2,1,7-8,low,easy
druthers,n,181,0.18,8,2,0,7-8,low,easy
schmaltz,n,181,0.18,8,1,1,7-8,low,easy
bluntly,j,180,0.18,7,2,1,7-8,low,easy
optimise,v,180,0.18,8,3,0,7-8,low,easy
removed,j,179,0.18,7,2,1,7-8,low,easy
ingenuous,j,179,0.18,9,3,2,7-8,low,hard
nucleon,n,179,0.18,7,2,0,7-8,low,easy
adjudge,v,178,0.18,7,2,0,7-8,low,easy
beveled,j,178,0.18,7,3,1,7-8,low,easy
stopping,j,178,0.18,8,2,1,7-8,low,easy
whoopee,u,178,0.18,7,1,1,7-8,low,easy
heatproof,j,177,0.18,9,2,0,7-8,low,hard
interlock,n,177,0.18,9,3,1,7-8,low,hard
reactant,n,176,0.18,8,2,1,7-8,low,easy
adjusted,j,176,0.18,8,3,1,7-8,low,easy
attainder,n,176,0.18,9,3,1,7-8,low,hard
whispery,j,176,0.18,8,3,1,7-8,low,easy
gameday,n,176,0.18,7,3,1,7-8,low,easy
highest,j,175,0.18,7,1,1,7-8,low,easy
exhaled,j,175,0.18,7,3,1,7-8,low,easy
gunplay,n,174,0.18,7,2,0,7-8,low,easy
kielbasa,n,174,0.18,8,3,1,7-8,low,easy
fuckhead,n,173,0.17,8,2,0,7-8,low,easy
vacated,j,173,0.17,7,3,1,7-8,low,easy
crabapple,n,172,0.17,9,3,0,7-8,low,hard
limiting,j,172,0.17,8,3,1,7-8,low,easy
headspace,n,171,0.17,9,2,0,7-8,low,hard
mesozoic,j,171,0.17,8,3,0,7-8,low,easy
fictional,j,171,0.17,9,3,0,7-8,low,hard
command,j,171,0.17,7,2,1,7-8,low,easy
preceptor,n,170,0.17,9,3,0,7-8,low,hard
varnished,j,170,0.17,9,3,2,7-8,low,hard
wheeled,j,170,0.17,7,2,2,7-8,low,easy
showboat,n,169,0.17,8,2,1,7-8,low,easy
stromal,j,169,0.17,7,2,1,7-8,low,easy
magneto,n,168,0.17,7,3,0,7-8,low,easy
tracksuit,n,168,0.17,9,2,0,7-8,low,hard
sexual,j,167,0.17,6,3,0,7-8,low,easy
homonym,n,167,0.17,7,3,0,7-8,low,easy
approving,j,167,0.17,9,3,1,7-8,low,hard
afrikaans,n,167,0.17,9,3,0,7-8,low,hard
bleached,j,167,0.17,8,2,2,7-8,low,easy
scorcher,n,166,0.17,8,2,1,7-8,low,easy
examinee,n,166,0.17,8,3,0,7-8,low,easy
mosquito,j,166,0.17,8,3,0,7-8,low,easy
studied,j,166,0.17,7,2,2,7-8,low,easy
hellcat,n,165,0.17,7,2,0,7-8,low,easy
hankering,n,165,0.17,9,3,1,7-8,low,hard
babysit,v,165,0.17,7,3,0,7-8,low,easy
feasibly,r,164,0.17,8,3,0,7-8,low,easy
breezily,r,164,0.17,8,3,0,7-8,low,easy
bejesus,n,164,0.17,7,3,0,7-8,low,easy
hollyhock,n,164,0.17,9,3,0,7-8,low,hard
astrolabe,n,163,0.16,9,3,1,7-8,low,hard
countable,j,163,0.16,9,3,2,7-8,low,hard
polyimide,n,163,0.16,9,3,0,7-8,low,hard
dioxide,j,162,0.16,7,2,0,7-8,low,easy
gathering,j,162,0.16,9,3,1,7-8,low,hard
gearshift,n,162,0.16,9,2,1,7-8,low,hard
starlike,j,161,0.16,8,2,0,7-8,low,easy
sunburnt,j,161,0.16,8,2,1,7-8,low,easy
naptime,n,161,0.16,7,2,0,7-8,low,easy
simmering,j,161,0.16,9,3,1,7-8,low,hard
roundworm,n,161,0.16,9,2,2,7-8,low,hard
register,v,161,0.16,8,3,0,7-8,low,easy
twentieth,j,160,0.16,9,3,2,7-8,low,hard
cowling,n,160,0.16,7,2,1,7-8,low,easy
foreign,j,159,0.16,7,2,0,7-8,low,easy
windowed,j,159,0.16,8,3,2,7-8,low,easy
tangibly,r,159,0.16,8,3,0,7-8,low,easy
love/hate,j,158,0.16,9,3,0,7-8,low,hard
goulash,n,158,0.16,7,2,2,7-8,low,easy
twitching,j,157,0.16,9,2,3,7-8,low,hard
housing,j,157,0.16,7,2,2,7-8,low,easy
cultish,j,157,0.16,7,2,1,7-8,low,easy
offender,n,156,0.16,8,2,1,7-8,low,easy
occupied,j,156,0.16,8,3,2,7-8,low,easy
unbaked,j,156,0.16,7,3,1,7-8,low,easy
treacle,n,156,0.16,7,2,0,7-8,low,easy
whacking,j,155,0.16,8,2,2,7-8,low,easy
soloing,n,155,0.16,7,2,1,7-8,low,easy
dimming,n,154,0.16,7,2,1,7-8,low,easy
philander,v,154,0.16,9,3,2,7-8,low,hard
hematite,n,154,0.16,8,3,0,7-8,low,easy
guideway,n,153,0.15,8,3,0,7-8,low,easy
strider,n,153,0.15,7,2,1,7-8,low,easy
droning,j,153,0.15,7,2,1,7-8,low,easy
adored,j,152,0.15,6,3,1,7-8,low,easy
kumbaya,n,152,0.15,7,2,0,7-8,low,easy
catfight,n,151,0.15,8,2,1,7-8,low,easy
retrieved,j,151,0.15,9,3,2,7-8,low,hard
dobsonian,j,150,0.15,9,3,0,7-8,low,hard
clinker,n,150,0.15,7,2,0,7-8,low,easy
spasmodic,j,150,0.15,9,3,0,7-8,low,hard
thinking,j,149,0.15,8,2,1,7-8,low,easy
backpedal,v,149,0.15,9,3,1,7-8,low,hard
circled,j,149,0.15,7,2,1,7-8,low,easy
dishrag,n,149,0.15,7,2,1,7-8,low,easy
filmgoer,n,148,0.15,8,2,0,7-8,low,easy
reveille,n,148,0.15,8,3,0,7-8,low,easy
virtuosic,j,148,0.15,9,3,0,7-8,low,hard
billion,j,147,0.15,7,2,0,7-8,low,easy
bedcover,n,147,0.15,8,3,1,7-8,low,easy
breaded,j,147,0.15,7,2,1,7-8,low,easy
backhand,r,146,0.15,8,2,1,7-8,low,easy
distant,j,146,0.15,7,2,1,7-8,low,easy
surround,n,145,0.15,8,2,2,7-8,low,easy
scorned,j,145,0.15,7,2,1,7-8,low,easy
doggone,u,144,0.15,7,2,0,7-8,low,easy
consumer,j,144,0.15,8,3,0,7-8,low,easy
fuzzies,n,144,0.15,7,2,1,7-8,low,easy
klansman,n,144,0.15,8,2,0,7-8,low,easy
folkways,n,143,0.14,8,2,0,7-8,low,easy
wheezing,n,143,0.14,8,2,2,7-8,low,easy
pincers,n,143,0.14,7,2,0,7-8,low,easy
entente,n,143,0.14,7,2,1,7-8,low,easy
miscast,v,142,0.14,7,2,0,7-8,low,easy
overbite,n,142,0.14,8,3,0,7-8,low,easy
beatable,j,142,0.14,8,3,0,7-8,low,easy
seventh,j,142,0.14,7,2,1,7-8,low,easy
stipple,v,142,0.14,7,2,0,7-8,low,easy
kaddish,n,142,0.14,7,2,1,7-8,low,easy
tweaker,n,141,0.14,7,2,0,7-8,low,easy
terracing,n,141,0.14,9,3,1,7-8,low,hard
radiating,j,141,0.14,9,3,1,7-8,low,hard
manikin,n,141,0.14,7,3,0,7-8,low,easy
covalent,j,141,0.14,8,3,1,7-8,low,easy
welfare,j,141,0.14,7,2,0,7-8,low,easy
ebonics,n,141,0.14,7,3,0,7-8,low,easy
horseplay,n,140,0.14,9,3,0,7-8,low,hard
surimi,n,140,0.14,6,3,0,7-8,low,easy
trackball,n,139,0.14,9,2,0,7-8,low,hard
channeler,n,139,0.14,9,3,1,7-8,low,hard
rippled,j,139,0.14,7,2,1,7-8,low,easy
geordie,n,138,0.14,7,1,1,7-8,low,easy
lameness,n,138,0.14,8,3,0,7-8,low,easy
pointed,j,138,0.14,7,2,2,7-8,low,easy
direction,n,137,0.14,9,3,0,7-8,low,hard
vampirism,n,137,0.14,9,3,0,7-8,low,hard
islamic,j,137,0.14,7,2,0,7-8,low,easy
narrowing,j,137,0.14,9,3,1,7-8,low,hard
pharynx,n,137,0.14,7,2,1,7-8,low,easy
excised,j,137,0.14,7,3,1,7-8,low,easy
driver's,j,136,0.14,8,2,0,7-8,low,easy
closeout,n,136,0.14,8,2,1,7-8,low,easy
shredding,n,136,0.14,9,2,3,7-8,low,hard
grocery,j,136,0.14,7,3,0,7-8,low,easy
detector,j,135,0.14,8,3,0,7-8,low,easy
clacking,n,135,0.14,8,2,1,7-8,low,easy
missional,j,135,0.14,9,3,0,7-8,low,hard
dancing,j,134,0.13,7,1,1,7-8,low,easy
bounding,j,134,0.13,8,2,3,7-8,low,easy
binaural,j,134,0.13,8,3,0,7-8,low,easy
advised,j,134,0.13,7,3,1,7-8,low,easy
killjoy,n,133,0.13,7,2,0,7-8,low,easy
speeding,n,133,0.13,8,2,2,7-8,low,easy
leftward,r,133,0.13,8,2,0,7-8,low,easy
picture,j,133,0.13,7,2,0,7-8,low,easy
corkboard,n,133,0.13,9,2,0,7-8,low,hard
sniffing,j,132,0.13,8,2,1,7-8,low,easy
bostonian,j,132,0.13,9,3,0,7-8,low,hard
biogenic,j,132,0.13,8,3,0,7-8,low,easy
fulminate,v,131,0.13,9,3,0,7-8,low,hard
stalinist,n,131,0.13,9,3,0,7-8,low,hard
playbill,n,131,0.13,8,2,0,7-8,low,easy
scripting,n,130,0.13,9,2,1,7-8,low,hard
agenda,j,130,0.13,6,3,1,7-8,low,easy
setting,j,130,0.13,7,2,1,7-8,low,easy
meddler,n,130,0.13,7,2,1,7-8,low,easy
powered,j,130,0.13,7,2,1,7-8,low,easy
tasseled,j,130,0.13,8,3,1,7-8,low,easy
signboard,n,129,0.13,9,2,0,7-8,low,hard
retractor,n,129,0.13,9,3,0,7-8,low,hard
pretest,j,129,0.13,7,2,0,7-8,low,easy
posttest,j,129,0.13,8,2,0,7-8,low,easy
fashion,j,128,0.13,7,2,1,7-8,low,easy
stranded,j,128,0.13,8,2,3,7-8,low,easy
attention,j,128,0.13,9,3,1,7-8,low,hard
deficit,j,128,0.13,7,3,0,7-8,low,easy
joinery,n,128,0.13,7,3,0,7-8,low,easy
eightfold,j,128,0.13,9,2,1,7-8,low,hard
symbolise,v,127,0.13,9,3,0,7-8,low,hard
hospital,j,127,0.13,8,3,0,7-8,low,easy
adagio,n,127,0.13,6,3,0,7-8,low,easy
chicken,j,127,0.13,7,2,1,7-8,low,easy
reacquire,v,126,0.13,9,2,0,7-8,low,hard
bailiwick,n,126,0.13,9,3,0,7-8,low,hard
hatless,j,126,0.13,7,2,0,7-8,low,easy
potato,j,126,0.13,6,3,0,7-8,low,easy
fraktur,n,126,0.13,7,2,0,7-8,low,easy
toadstool,n,125,0.13,9,2,0,7-8,low,hard
hereto,r,125,0.13,6,3,0,7-8,low,easy
speckle,v,125,0.13,7,2,0,7-8,low,easy
augury,n,125,0.13,6,3,0,7-8,low,easy
advisee,n,125,0.13,7,2,0,7-8,low,easy
nuclear,j,125,0.13,7,3,0,7-8,low,easy
browning,n,125,0.13,8,2,1,7-8,low,easy
sensitive,j,124,0.12,9,3,0,7-8,low,hard
earlier,j,124,0.12,7,2,1,7-8,low,easy
stoical,j,123,0.12,7,2,0,7-8,low,easy
undrained,j,123,0.12,9,3,2,7-8,low,hard
analyte,n,123,0.12,7,3,0,7-8,low,easy
debugging,n,122,0.12,9,3,1,7-8,low,hard
stutterer,n,122,0.12,9,3,0,7-8,low,hard
codename,n,122,0.12,8,3,0,7-8,low,easy
narcissus,n,122,0.12,9,3,0,7-8,low,hard
impiety,n,122,0.12,7,3,1,7-8,low,easy
video,j,121,0.12,5,3,0,7-8,low,easy
chapstick,n,121,0.12,9,2,1,7-8,low,hard
cuckold,n,121,0.12,7,2,0,7-8,low,easy
preschool,j,121,0.12,9,2,1,7-8,low,hard
password,j,121,0.12,8,2,0,7-8,low,easy
protected,j,121,0.12,9,3,1,7-8,low,hard
popover,n,121,0.12,7,3,0,7-8,low,easy
plebeian,j,120,0.12,8,2,0,7-8,low,easy
hundredth,m,120,0.12,9,2,2,7-8,low,hard
ampersand,n,120,0.12,9,3,1,7-8,low,hard
unfixed,j,120,0.12,7,3,1,7-8,low,easy
flexing,n,120,0.12,7,2,1,7-8,low,easy
plowshare,n,119,0.12,9,2,1,7-8,low,hard
codebase,n,118,0.12,8,3,0,7-8,low,easy
genially,r,118,0.12,8,3,0,7-8,low,easy
regional,j,118,0.12,8,3,0,7-8,low,easy
vegetate,v,118,0.12,8,3,0,7-8,low,easy
flounce,n,118,0.12,7,1,1,7-8,low,easy
highchair,n,118,0.12,9,2,2,7-8,low,hard
principal,n,117,0.12,9,3,0,7-8,low,hard
snakehead,n,116,0.12,9,3,0,7-8,low,hard
dormant,j,116,0.12,7,2,1,7-8,low,easy
spending,j,116,0.12,8,1,2,7-8,low,easy
titration,n,116,0.12,9,3,0,7-8,low,hard
thawing,n,115,0.12,7,2,1,7-8,low,easy
mouthpart,n,115,0.12,9,2,1,7-8,low,hard
fronted,j,115,0.12,7,2,2,7-8,low,easy
coeliac,j,115,0.12,7,2,0,7-8,low,easy
entropic,j,114,0.11,8,3,1,7-8,low,easy
crumple,n,114,0.11,7,2,0,7-8,low,easy
panfish,n,114,0.11,7,2,1,7-8,low,easy
gobsmack,v,114,0.11,8,2,0,7-8,low,easy
arsenate,n,114,0.11,8,3,0,7-8,low,easy
messily,r,114,0.11,7,3,0,7-8,low,easy
guarded,j,114,0.11,7,2,1,7-8,low,easy
outdoor,j,114,0.11,7,2,1,7-8,low,easy
tidally,r,113,0.11,7,3,0,7-8,low,easy
icehouse,n,113,0.11,8,3,1,7-8,low,easy
cetacean,j,113,0.11,8,3,0,7-8,low,easy
sixfold,r,113,0.11,7,2,0,7-8,low,easy
culture,j,113,0.11,7,2,0,7-8,low,easy
newswire,n,113,0.11,8,2,0,7-8,low,easy
slimeball,n,113,0.11,9,3,0,7-8,low,hard
scourge,v,112,0.11,7,1,1,7-8,low,easy
recession,j,112,0.11,9,3,0,7-8,low,hard
sickroom,n,112,0.11,8,2,0,7-8,low,easy
twinkly,j,112,0.11,7,2,0,7-8,low,easy
horseless,j,111,0.11,9,3,0,7-8,low,hard
gloating,n,111,0.11,8,2,1,7-8,low,easy
hearted,j,111,0.11,7,2,1,7-8,low,easy
odorant,n,111,0.11,7,3,1,7-8,low,easy
misandry,n,111,0.11,8,3,1,7-8,low,easy
smoothing,j,110,0.11,9,2,1,7-8,low,hard
edelweiss,n,110,0.11,9,3,1,7-8,low,hard
mirthless,j,110,0.11,9,2,0,7-8,low,hard
resource,j,110,0.11,8,2,1,7-8,low,easy
reframing,n,110,0.11,9,3,1,7-8,low,hard
spymaster,n,109,0.11,9,3,0,7-8,low,hard
weekender,n,109,0.11,9,3,1,7-8,low,hard
medevac,n,109,0.11,7,3,1,7-8,low,easy
madrasa,n,109,0.11,7,3,0,7-8,low,easy
alertly,r,109,0.11,7,3,0,7-8,low,easy
bullied,j,109,0.11,7,2,2,7-8,low,easy
sculpin,n,108,0.11,7,2,0,7-8,low,easy
pinewood,n,108,0.11,8,3,0,7-8,low,easy
clanking,n,108,0.11,8,2,1,7-8,low,easy
allelic,j,108,0.11,7,3,0,7-8,low,easy
castanet,n,108,0.11,8,3,0,7-8,low,easy
upcountry,n,108,0.11,9,3,2,7-8,low,hard
turbolift,n,108,0.11,9,3,0,7-8,low,hard
galleria,n,107,0.11,8,3,0,7-8,low,easy
grating,n,107,0.11,7,2,1,7-8,low,easy
hireling,n,107,0.11,8,3,1,7-8,low,easy
covered,j,107,0.11,7,2,1,7-8,low,easy
sickened,j,107,0.11,8,3,1,7-8,low,easy
potholed,j,107,0.11,8,3,1,7-8,low,easy
pedaling,j,107,0.11,8,3,2,7-8,low,easy
dampened,j,107,0.11,8,3,1,7-8,low,easy
sumbitch,n,106,0.11,8,2,2,7-8,low,easy
dismissed,j,106,0.11,9,3,1,7-8,low,hard
violence,j,106,0.11,8,3,0,7-8,low,easy
chewable,j,106,0.11,8,3,1,7-8,low,easy
centered,j,106,0.11,8,3,2,7-8,low,easy
blooming,j,106,0.11,8,2,1,7-8,low,easy
grossing,j,106,0.11,8,2,1,7-8,low,easy
tuneless,j,105,0.11,8,3,0,7-8,low,easy
grafted,j,105,0.11,7,2,1,7-8,low,easy
hitching,j,105,0.11,8,2,3,7-8,low,easy
blackfish,n,105,0.11,9,2,1,7-8,low,hard
effects,j,105,0.11,7,2,0,7-8,low,easy
clinking,n,105,0.11,8,2,1,7-8,low,easy
cannily,r,105,0.11,7,3,0,7-8,low,easy
granting,j,104,0.1,8,2,2,7-8,low,easy
stygian,j,104,0.1,7,2,0,7-8,low,easy
downshift,n,104,0.1,9,2,1,7-8,low,hard
backlist,n,104,0.1,8,2,0,7-8,low,easy
jaywalker,n,104,0.1,9,3,0,7-8,low,hard
tickler,n,104,0.1,7,2,0,7-8,low,easy
laughing,n,104,0.1,8,2,2,7-8,low,easy
selection,j,104,0.1,9,3,0,7-8,low,hard
ketosis,n,104,0.1,7,3,0,7-8,low,easy
sponsored,j,103,0.1,9,3,1,7-8,low,hard
teacher,j,103,0.1,7,2,1,7-8,low,easy
thornless,j,103,0.1,9,2,0,7-8,low,hard
overmuch,r,103,0.1,8,3,1,7-8,low,easy
scoring,j,103,0.1,7,2,1,7-8,low,easy
nitpicky,j,103,0.1,8,3,0,7-8,low,easy
partying,j,103,0.1,8,2,1,7-8,low,easy
watching,n,102,0.1,8,2,3,7-8,low,easy
smartness,n,102,0.1,9,2,0,7-8,low,hard
recline,n,102,0.1,7,2,0,7-8,low,easy
cozily,r,102,0.1,6,3,0,7-8,low,easy
ceteris,r,102,0.1,7,3,0,7-8,low,easy
hundred,m,102,0.1,7,2,2,7-8,low,easy
squawking,n,102,0.1,9,2,1,7-8,low,hard
dragging,n,102,0.1,8,2,1,7-8,low,easy
spheroid,n,101,0.1,8,2,1,7-8,low,easy
skiwear,n,101,0.1,7,2,0,7-8,low,easy
rummage,n,101,0.1,7,2,0,7-8,low,easy
rainout,n,101,0.1,7,2,1,7-8,low,easy
succotash,n,101,0.1,9,3,1,7-8,low,hard
soluble,j,101,0.1,7,3,0,7-8,low,easy
congruity,n,100,0.1,9,3,0,7-8,low,hard
offside,n,100,0.1,7,2,0,7-8,low,easy
colliding,j,100,0.1,9,3,1,7-8,low,hard
jessamine,n,100,0.1,9,3,0,7-8,low,hard
grisaille,n,100,0.1,9,3,0,7-8,low,hard
frogman,n,99,0.1,7,2,0,7-8,low,easy
leftmost,j,99,0.1,8,2,0,7-8,low,easy
husting,n,99,0.1,7,2,1,7-8,low,easy
nonbiased,j,99,0.1,9,3,1,7-8,low,hard
skewered,j,99,0.1,8,3,1,7-8,low,easy
russian,j,99,0.1,7,2,0,7-8,low,easy
sharing,n,99,0.1,7,2,2,7-8,low,easy
snorkeler,n,98,0.1,9,3,0,7-8,low,hard
bounteous,j,98,0.1,9,2,2,7-8,low,hard
crabber,n,98,0.1,7,2,0,7-8,low,easy
quality,j,98,0.1,7,3,0,7-8,low,easy
gracilis,n,98,0.1,8,3,0,7-8,low,easy
industry,j,98,0.1,8,3,2,7-8,low,easy
spangle,n,97,0.1,7,2,0,7-8,low,easy
burrowing,j,97,0.1,9,3,1,7-8,low,hard
ojibway,n,96,0.1,7,3,0,7-8,low,easy
absorbent,n,96,0.1,9,3,1,7-8,low,hard
manfully,r,96,0.1,8,3,0,7-8,low,easy
unframed,j,96,0.1,8,3,1,7-8,low,easy
intaglio,n,96,0.1,8,3,1,7-8,low,easy
guyanese,j,96,0.1,8,2,0,7-8,low,easy
stalking,j,96,0.1,8,2,1,7-8,low,easy
frilled,j,96,0.1,7,2,1,7-8,low,easy
indentor,n,95,0.1,8,3,2,7-8,low,easy
crushing,j,95,0.1,8,2,2,7-8,low,easy
bingeing,n,95,0.1,8,2,1,7-8,low,easy
planned,j,95,0.1,7,1,1,7-8,low,easy
navaho,n,95,0.1,6,3,0,7-8,low,easy
streusel,n,95,0.1,8,2,1,7-8,low,easy
concensus,n,95,0.1,9,3,0,7-8,low,hard
propylene,n,95,0.1,9,3,0,7-8,low,hard
eclipsing,j,94,0.09,9,3,1,7-8,low,hard
injury,j,94,0.09,6,3,0,7-8,low,easy
chintzy,j,94,0.09,7,2,2,7-8,low,easy
ginning,n,94,0.09,7,2,1,7-8,low,easy
liberal,j,94,0.09,7,3,0,7-8,low,easy
electric,j,94,0.09,8,3,0,7-8,low,easy
kneepad,n,93,0.09,7,2,1,7-8,low,easy
southern,j,93,0.09,8,2,1,7-8,low,easy
tastebud,n,93,0.09,8,3,0,7-8,low,easy
crackling,n,93,0.09,9,2,1,7-8,low,hard
soldierly,j,93,0.09,9,3,1,7-8,low,hard
scrubbed,j,92,0.09,8,2,1,7-8,low,easy
slashing,j,92,0.09,8,2,2,7-8,low,easy
clarified,j,92,0.09,9,3,2,7-8,low,hard
coalfield,n,92,0.09,9,2,1,7-8,low,hard
puffery,n,92,0.09,7,3,0,7-8,low,easy
confirmed,j,92,0.09,9,2,1,7-8,low,hard
squeaking,n,92,0.09,9,2,1,7-8,low,hard
renderer,n,92,0.09,8,3,1,7-8,low,easy
mileage,j,92,0.09,7,2,0,7-8,low,easy
spattered,j,91,0.09,9,3,1,7-8,low,hard
stupefied,j,91,0.09,9,3,2,7-8,low,hard
dazzler,n,90,0.09,7,2,0,7-8,low,easy
matched,j,90,0.09,7,2,3,7-8,low,easy
channeled,j,90,0.09,9,3,2,7-8,low,hard
jamesian,j,90,0.09,8,3,0,7-8,low,easy
honoring,n,90,0.09,8,3,1,7-8,low,easy
absorbing,j,90,0.09,9,3,1,7-8,low,hard
supermom,n,90,0.09,8,3,0,7-8,low,easy
headstart,n,90,0.09,9,2,0,7-8,low,hard
promoting,j,89,0.09,9,3,1,7-8,low,hard
sunchoke,n,89,0.09,8,2,1,7-8,low,easy
harissa,n,89,0.09,7,3,0,7-8,low,easy
layabout,n,89,0.09,8,2,1,7-8,low,easy
underbar,n,89,0.09,8,3,1,7-8,low,easy
baiting,j,89,0.09,7,2,1,7-8,low,easy
muncher,n,89,0.09,7,2,1,7-8,low,easy
neutral,j,89,0.09,7,2,0,7-8,low,easy
devourer,n,89,0.09,8,3,1,7-8,low,easy
denial,j,88,0.09,6,3,0,7-8,low,easy
subtopic,n,88,0.09,8,3,0,7-8,low,easy
bluejay,n,88,0.09,7,2,0,7-8,low,easy
ribboned,j,88,0.09,8,3,1,7-8,low,easy
dweller,n,88,0.09,7,2,0,7-8,low,easy
alehouse,n,88,0.09,8,3,1,7-8,low,easy
anoxia,n,88,0.09,6,3,0,7-8,low,easy
putrefy,v,88,0.09,7,3,0,7-8,low,easy
unhealed,j,88,0.09,8,3,1,7-8,low,easy
channel,j,88,0.09,7,2,1,7-8,low,easy
general,j,87,0.09,7,3,0,7-8,low,easy
election,j,87,0.09,8,3,0,7-8,low,easy
whacked,j,87,0.09,7,2,2,7-8,low,easy
motorman,n,87,0.09,8,3,0,7-8,low,easy
multipart,j,87,0.09,9,3,0,7-8,low,hard
oysterman,n,87,0.09,9,3,0,7-8,low,hard
bugbear,n,87,0.09,7,2,0,7-8,low,easy
plugged,j,86,0.09,7,2,1,7-8,low,easy
dystopic,j,86,0.09,8,3,0,7-8,low,easy
receipt,i,86,0.09,7,2,0,7-8,low,easy
rockslide,n,86,0.09,9,2,0,7-8,low,hard
pervading,j,86,0.09,9,3,1,7-8,low,hard
revolving,j,86,0.09,9,3,1,7-8,low,hard
cationic,j,86,0.09,8,3,0,7-8,low,easy
supported,j,86,0.09,9,3,1,7-8,low,hard
wringing,j,86,0.09,8,2,2,7-8,low,easy
yelling,j,86,0.09,7,2,1,7-8,low,easy
huffing,n,85,0.09,7,2,1,7-8,low,easy
locavore,n,85,0.09,8,3,0,7-8,low,easy
downforce,n,85,0.09,9,2,0,7-8,low,hard
neodymium,n,85,0.09,9,3,0,7-8,low,hard
sealable,j,85,0.09,8,3,0,7-8,low,easy
unconcern,n,84,0.08,9,3,0,7-8,low,hard
license,j,84,0.08,7,2,0,7-8,low,easy
focused,j,84,0.08,7,2,1,7-8,low,easy
troopship,n,83,0.08,9,2,1,7-8,low,hard
winning,j,83,0.08,7,2,1,7-8,low,easy
thudding,n,83,0.08,8,2,1,7-8,low,easy
caudate,n,83,0.08,7,2,0,7-8,low,easy
barberry,n,83,0.08,8,3,0,7-8,low,easy
campion,n,83,0.08,7,2,0,7-8,low,easy
bricolage,n,83,0.08,9,3,0,7-8,low,hard
british,j,83,0.08,7,2,1,7-8,low,easy
brashly,r,82,0.08,7,2,1,7-8,low,easy
albinism,n,82,0.08,8,3,0,7-8,low,easy
indexer,n,82,0.08,7,3,1,7-8,low,easy
asana,n,81,0.08,5,3,0,7-8,low,easy
outthink,v,81,0.08,8,2,1,7-8,low,easy
duelist,n,81,0.08,7,2,0,7-8,low,easy
falling,j,81,0.08,7,2,1,7-8,low,easy
dashiki,n,81,0.08,7,3,1,7-8,low,easy
dateless,j,80,0.08,8,3,0,7-8,low,easy
sniveling,j,80,0.08,9,3,1,7-8,low,hard
stripping,n,80,0.08,9,2,2,7-8,low,hard
outlined,j,80,0.08,8,3,2,7-8,low,easy
siltation,n,80,0.08,9,3,0,7-8,low,hard
loftily,r,80,0.08,7,3,0,7-8,low,easy
mustached,j,80,0.08,9,3,2,7-8,low,hard
unbundled,j,80,0.08,9,3,2,7-8,low,hard
pulling,j,80,0.08,7,2,1,7-8,low,easy
emplace,v,80,0.08,7,2,0,7-8,low,easy
spilling,n,80,0.08,8,2,1,7-8,low,easy
worrywart,n,79,0.08,9,3,0,7-8,low,hard
gallerist,n,79,0.08,9,3,0,7-8,low,hard
grayling,n,79,0.08,8,2,1,7-8,low,easy
iranian,j,79,0.08,7,3,0,7-8,low,easy
moulding,n,79,0.08,8,2,2,7-8,low,easy
checking,n,79,0.08,8,2,2,7-8,low,easy
ectoplasm,n,79,0.08,9,3,0,7-8,low,hard
eyeblink,n,79,0.08,8,2,0,7-8,low,easy
euthyroid,j,79,0.08,9,3,0,7-8,low,hard
politesse,n,78,0.08,9,3,0,7-8,low,hard
deferral,j,78,0.08,8,3,0,7-8,low,easy
stroking,n,78,0.08,8,2,2,7-8,low,easy
carping,n,78,0.08,7,2,1,7-8,low,easy
contrast,j,78,0.08,8,2,1,7-8,low,easy
enhanced,j,78,0.08,8,2,1,7-8,low,easy
abstinent,n,78,0.08,9,3,1,7-8,low,hard
tasting,j,78,0.08,7,2,1,7-8,low,easy
banking,j,78,0.08,7,2,1,7-8,low,easy
leanness,n,78,0.08,8,2,0,7-8,low,easy
hatched,j,78,0.08,7,2,3,7-8,low,easy
fireproof,v,78,0.08,9,3,0,7-8,low,hard
parenting,n,77,0.08,9,3,2,7-8,low,hard
pitying,j,77,0.08,7,2,1,7-8,low,easy
microsite,n,77,0.08,9,3,0,7-8,low,hard
pederast,n,77,0.08,8,3,1,7-8,low,easy
schlocky,j,76,0.08,8,2,1,7-8,low,easy
pastorate,n,76,0.08,9,3,0,7-8,low,hard
sneering,n,76,0.08,8,2,1,7-8,low,easy
jellied,j,76,0.08,7,2,2,7-8,low,easy
financing,j,76,0.08,9,3,1,7-8,low,hard
freehand,j,75,0.08,8,2,1,7-8,low,easy
wetware,n,75,0.08,7,2,0,7-8,low,easy
johnboat,n,75,0.08,8,2,0,7-8,low,easy
pummeled,j,75,0.08,8,3,1,7-8,low,easy
ashanti,n,75,0.08,7,3,2,7-8,low,easy
cleaned,j,75,0.08,7,2,1,7-8,low,easy
petiole,n,75,0.08,7,2,0,7-8,low,easy
mirthful,j,75,0.08,8,2,0,7-8,low,easy
feeding,j,75,0.08,7,2,2,7-8,low,easy
