lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
fucken,j,147,0.15,6,2,0,5-6,low,hard
great,j,147,0.15,5,1,0,5-6,low,hard
uncle,j,147,0.15,5,2,0,5-6,low,hard
silver,v,147,0.15,6,2,0,5-6,low,hard
nubby,j,147,0.15,5,2,0,5-6,low,hard
duomo,n,147,0.15,5,2,0,5-6,low,hard
broker,n,146,0.15,6,2,0,5-6,low,hard
open,j,146,0.15,4,2,0,5-6,low,hard
msec,n,146,0.15,4,1,0,5-6,low,hard
jewel,j,146,0.15,5,2,0,5-6,low,hard
like,j,146,0.15,4,1,0,5-6,low,hard
what,p,146,0.15,4,1,1,5-6,low,hard
sound,n,145,0.15,5,1,2,5-6,low,hard
honed,j,145,0.15,5,2,1,5-6,low,hard
era,j,144,0.15,3,2,0,5-6,low,hard
zag,v,144,0.15,3,1,0,5-6,low,hard
note,j,144,0.15,4,1,0,5-6,low,hard
taking,j,144,0.15,6,2,1,5-6,low,hard
cart,n,143,0.14,4,1,0,5-6,low,hard
image,j,141,0.14,5,2,0,5-6,low,hard
nigh,r,141,0.14,4,1,1,5-6,low,hard
social,j,141,0.14,6,2,0,5-6,low,hard
human,j,140,0.14,5,2,0,5-6,low,hard
pan,j,140,0.14,3,1,0,5-6,low,hard
seared,j,140,0.14,6,2,1,5-6,low,hard
gunny,n,140,0.14,5,2,0,5-6,low,hard
toucan,n,140,0.14,6,2,1,5-6,low,hard
gop,j,139,0.14,3,1,0,5-6,low,hard
ropy,j,139,0.14,4,2,0,5-6,low,hard
solute,n,139,0.14,6,2,0,5-6,low,hard
music,j,138,0.14,5,2,0,5-6,low,hard
mobile,j,138,0.14,6,2,0,5-6,low,hard
mast,r,137,0.14,4,1,0,5-6,low,hard
tam,n,137,0.14,3,1,0,5-6,low,hard
pyrite,n,137,0.14,6,2,0,5-6,low,hard
dago,n,137,0.14,4,2,0,5-6,low,hard
hinky,j,136,0.14,5,2,0,5-6,low,hard
store,j,136,0.14,5,1,0,5-6,low,hard
twelve,j,136,0.14,6,1,0,5-6,low,hard
hour,j,136,0.14,4,1,1,5-6,low,hard
fourth,j,135,0.14,6,1,1,5-6,low,hard
seeded,j,135,0.14,6,2,1,5-6,low,hard
flag,j,135,0.14,4,1,0,5-6,low,hard
waving,j,135,0.14,6,2,1,5-6,low,hard
lie,j,135,0.14,3,1,1,5-6,low,hard
native,j,134,0.13,6,2,0,5-6,low,hard
gaol,n,134,0.13,4,1,0,5-6,low,hard
title,n,134,0.13,5,2,0,5-6,low,hard
holder,n,134,0.13,6,2,0,5-6,low,hard
mass,n,133,0.13,4,1,0,5-6,low,hard
darter,n,133,0.13,6,2,0,5-6,low,hard
market,j,132,0.13,6,2,0,5-6,low,hard
grabby,j,132,0.13,6,2,0,5-6,low,hard
turf,v,132,0.13,4,1,0,5-6,low,hard
ten,m,131,0.13,3,1,0,5-6,low,hard
merman,n,131,0.13,6,2,0,5-6,low,hard
roll,n,130,0.13,4,1,0,5-6,low,hard
cipher,v,130,0.13,6,2,1,5-6,low,hard
acre,j,130,0.13,4,1,0,5-6,low,hard
twice,j,129,0.13,5,1,0,5-6,low,hard
daily,j,129,0.13,5,2,0,5-6,low,hard
taoist,j,129,0.13,6,1,0,5-6,low,hard
moving,j,128,0.13,6,2,1,5-6,low,hard
double,j,128,0.13,6,2,1,5-6,low,hard
lariat,n,128,0.13,6,2,0,5-6,low,hard
kaolin,n,128,0.13,6,2,0,5-6,low,hard
soft,j,127,0.13,4,1,0,5-6,low,hard
peanut,j,127,0.13,6,2,0,5-6,low,hard
butter,j,127,0.13,6,2,0,5-6,low,hard
decode,n,126,0.13,6,2,0,5-6,low,hard
pickax,n,126,0.13,6,2,0,5-6,low,hard
sweet,j,126,0.13,5,1,0,5-6,low,hard
wiggly,j,125,0.13,6,2,0,5-6,low,hard
sand,j,125,0.13,4,1,1,5-6,low,hard
ludic,j,124,0.12,5,2,0,5-6,low,hard
text,j,124,0.12,4,1,0,5-6,low,hard
titter,n,123,0.12,6,2,0,5-6,low,hard
spread,j,123,0.12,6,1,0,5-6,low,hard
eagled,j,123,0.12,6,2,1,5-6,low,hard
lidded,j,123,0.12,6,2,1,5-6,low,hard
cuatro,n,123,0.12,6,2,0,5-6,low,hard
mezzo,n,122,0.12,5,2,0,5-6,low,hard
cancer,j,122,0.12,6,2,0,5-6,low,hard
stadia,n,122,0.12,6,2,0,5-6,low,hard
kidder,n,122,0.12,6,2,0,5-6,low,hard
former,n,121,0.12,6,2,0,5-6,low,hard
battle,j,121,0.12,6,2,0,5-6,low,hard
cohosh,n,121,0.12,6,2,1,5-6,low,hard
bosun,n,121,0.12,5,2,0,5-6,low,hard
cowpea,n,120,0.12,6,2,0,5-6,low,hard
simian,n,120,0.12,6,2,0,5-6,low,hard
tongue,v,120,0.12,6,1,0,5-6,low,hard
weak,j,119,0.12,4,1,0,5-6,low,hard
kneed,j,119,0.12,5,1,2,5-6,low,hard
teabag,n,119,0.12,6,2,0,5-6,low,hard
puja,n,119,0.12,4,2,0,5-6,low,hard
ruffed,j,119,0.12,6,2,1,5-6,low,hard
cut,n,118,0.12,3,1,0,5-6,low,hard
slip,j,118,0.12,4,1,0,5-6,low,hard
intra,j,118,0.12,5,2,1,5-6,low,hard
supply,n,118,0.12,6,2,0,5-6,low,hard
sider,n,118,0.12,5,2,0,5-6,low,hard
franco,j,117,0.12,6,2,0,5-6,low,hard
haired,j,117,0.12,6,2,1,5-6,low,hard
stop,j,117,0.12,4,1,0,5-6,low,hard
gap,j,117,0.12,3,1,0,5-6,low,hard
redial,v,116,0.12,6,2,1,5-6,low,hard
attack,j,115,0.12,6,2,0,5-6,low,hard
stock,j,115,0.12,5,1,0,5-6,low,hard
still,j,115,0.12,5,1,0,5-6,low,hard
reader,j,115,0.12,6,2,0,5-6,low,hard
street,j,115,0.12,6,1,1,5-6,low,hard
corner,j,115,0.12,6,2,0,5-6,low,hard
fine,j,114,0.11,4,1,0,5-6,low,hard
boned,j,114,0.11,5,2,1,5-6,low,hard
budget,j,114,0.11,6,2,0,5-6,low,hard
truck,n,114,0.11,5,1,0,5-6,low,hard
indoor,j,114,0.11,6,2,1,5-6,low,hard
topped,j,113,0.11,6,2,1,5-6,low,hard
etic,j,112,0.11,4,2,0,5-6,low,hard
proof,j,112,0.11,5,1,0,5-6,low,hard
guilty,j,112,0.11,6,2,0,5-6,low,hard
voter,j,112,0.11,5,2,0,5-6,low,hard
page,n,112,0.11,4,1,0,5-6,low,hard
seaway,n,111,0.11,6,2,0,5-6,low,hard
cave,j,111,0.11,4,1,0,5-6,low,hard
bast,n,111,0.11,4,1,0,5-6,low,hard
gender,j,110,0.11,6,2,1,5-6,low,hard
sized,j,110,0.11,5,1,1,5-6,low,hard
onset,j,110,0.11,5,2,0,5-6,low,hard
gray,j,110,0.11,4,1,0,5-6,low,hard
white,j,110,0.11,5,1,1,5-6,low,hard
valour,n,109,0.11,6,2,1,5-6,low,hard
okie,n,109,0.11,4,1,1,5-6,low,hard
snake,j,109,0.11,5,1,0,5-6,low,hard
tole,n,107,0.11,4,1,0,5-6,low,hard
meanly,r,107,0.11,6,2,0,5-6,low,hard
rupiah,n,107,0.11,6,2,0,5-6,low,hard
blind,j,106,0.11,5,1,1,5-6,low,hard
jetsam,n,105,0.11,6,2,0,5-6,low,hard
user,j,105,0.11,4,2,0,5-6,low,hard
week,j,105,0.11,4,1,0,5-6,low,hard
middle,j,105,0.11,6,2,0,5-6,low,hard
rappel,n,104,0.1,6,2,0,5-6,low,hard
cline,n,104,0.1,5,1,0,5-6,low,hard
sirree,n,104,0.1,6,1,0,5-6,low,hard
eery,j,103,0.1,4,2,0,5-6,low,hard
led,j,103,0.1,3,1,1,5-6,low,hard
status,j,103,0.1,6,2,0,5-6,low,hard
people,n,102,0.1,6,2,0,5-6,low,hard
clench,n,102,0.1,6,1,1,5-6,low,hard
syrah,n,102,0.1,5,2,0,5-6,low,hard
tucker,v,101,0.1,6,2,0,5-6,low,hard
shiksa,n,101,0.1,6,2,1,5-6,low,hard
atlatl,n,101,0.1,6,2,0,5-6,low,hard
phase,n,100,0.1,5,1,1,5-6,low,hard
lancet,n,100,0.1,6,2,0,5-6,low,hard
trudge,n,100,0.1,6,1,0,5-6,low,hard
crazed,j,99,0.1,6,2,1,5-6,low,hard
punch,j,99,0.1,5,1,1,5-6,low,hard
male,j,99,0.1,4,1,0,5-6,low,hard
bola,n,99,0.1,4,2,0,5-6,low,hard
plum,j,98,0.1,4,1,0,5-6,low,hard
dosa,n,98,0.1,4,2,0,5-6,low,hard
naff,j,98,0.1,4,1,0,5-6,low,hard
hiv,j,98,0.1,3,1,0,5-6,low,hard
better,j,98,0.1,6,2,0,5-6,low,hard
hoo,u,98,0.1,3,1,0,5-6,low,hard
spay,n,98,0.1,4,1,0,5-6,low,hard
funded,j,98,0.1,6,2,2,5-6,low,hard
heeler,n,97,0.1,6,2,0,5-6,low,hard
minded,j,97,0.1,6,2,2,5-6,low,hard
taping,j,97,0.1,6,2,1,5-6,low,hard
jiu,n,97,0.1,3,1,0,5-6,low,hard
jitsu,n,97,0.1,5,2,0,5-6,low,hard
chaff,v,97,0.1,5,1,1,5-6,low,hard
over,j,97,0.1,4,2,0,5-6,low,hard
butted,j,97,0.1,6,2,1,5-6,low,hard
popped,j,97,0.1,6,2,1,5-6,low,hard
faro,n,96,0.1,4,2,0,5-6,low,hard
delish,j,96,0.1,6,2,1,5-6,low,hard
dorsum,n,96,0.1,6,2,0,5-6,low,hard
maze,j,96,0.1,4,1,0,5-6,low,hard
soul,j,95,0.1,4,1,1,5-6,low,hard
wander,n,95,0.1,6,2,1,5-6,low,hard
master,j,95,0.1,6,2,0,5-6,low,hard
dish,j,95,0.1,4,1,1,5-6,low,hard
farm,j,94,0.09,4,1,0,5-6,low,hard
fresh,j,94,0.09,5,1,1,5-6,low,hard
busing,j,94,0.09,6,2,1,5-6,low,hard
nailed,j,94,0.09,6,2,1,5-6,low,hard
zither,n,94,0.09,6,2,0,5-6,low,hard
car,j,94,0.09,3,1,0,5-6,low,hard
biopsy,v,93,0.09,6,2,0,5-6,low,hard
hah,u,92,0.09,3,1,0,5-6,low,hard
harrow,n,92,0.09,6,2,0,5-6,low,hard
toned,j,91,0.09,5,2,1,5-6,low,hard
huggy,j,91,0.09,5,2,0,5-6,low,hard
noncom,n,91,0.09,6,2,0,5-6,low,hard
axel,n,91,0.09,4,2,0,5-6,low,hard
coffee,j,91,0.09,6,2,0,5-6,low,hard
easy,j,90,0.09,4,2,0,5-6,low,hard
shock,j,90,0.09,5,1,1,5-6,low,hard
toff,n,90,0.09,4,1,0,5-6,low,hard
health,j,89,0.09,6,1,0,5-6,low,hard
tie,n,89,0.09,3,1,1,5-6,low,hard
brush,n,89,0.09,5,1,1,5-6,low,hard
raptly,r,89,0.09,6,2,0,5-6,low,hard
earned,j,89,0.09,6,1,1,5-6,low,hard
smeary,j,89,0.09,6,2,0,5-6,low,hard
city,n,88,0.09,4,2,0,5-6,low,hard
above,j,88,0.09,5,2,0,5-6,low,hard
normal,j,88,0.09,6,2,0,5-6,low,hard
haply,r,88,0.09,5,2,0,5-6,low,hard
fogy,n,88,0.09,4,2,0,5-6,low,hard
toxic,j,87,0.09,5,2,0,5-6,low,hard
waste,j,87,0.09,5,1,0,5-6,low,hard
gulley,n,87,0.09,6,2,0,5-6,low,hard
life,n,87,0.09,4,1,0,5-6,low,hard
force,n,87,0.09,5,1,0,5-6,low,hard
pitter,n,87,0.09,6,2,0,5-6,low,hard
patter,n,87,0.09,6,2,0,5-6,low,hard
styled,j,87,0.09,6,2,1,5-6,low,hard
essay,v,87,0.09,5,2,0,5-6,low,hard
satrap,n,86,0.09,6,2,0,5-6,low,hard
footer,n,86,0.09,6,2,0,5-6,low,hard
whiz,j,86,0.09,4,1,1,5-6,low,hard
bang,j,86,0.09,4,1,0,5-6,low,hard
stay,n,86,0.09,4,1,0,5-6,low,hard
block,j,86,0.09,5,1,0,5-6,low,hard
willed,j,85,0.09,6,2,1,5-6,low,hard
zipped,j,85,0.09,6,2,1,5-6,low,hard
chomp,n,85,0.09,5,1,1,5-6,low,hard
carob,n,84,0.08,5,2,0,5-6,low,hard
muzak,n,84,0.08,5,2,0,5-6,low,hard
plate,j,84,0.08,5,1,0,5-6,low,hard
tony,j,83,0.08,4,2,0,5-6,low,hard
sunday,j,83,0.08,6,2,1,5-6,low,hard
fired,j,83,0.08,5,2,1,5-6,low,hard
war,j,83,0.08,3,1,0,5-6,low,hard
tender,j,83,0.08,6,2,1,5-6,low,hard
ague,n,83,0.08,4,1,0,5-6,low,hard
ice,j,83,0.08,3,1,0,5-6,low,hard
bloggy,j,83,0.08,6,2,0,5-6,low,hard
suck,n,83,0.08,4,1,0,5-6,low,hard
frisk,j,82,0.08,5,1,0,5-6,low,hard
beery,j,82,0.08,5,2,0,5-6,low,hard
zig,j,82,0.08,3,1,0,5-6,low,hard
ticked,j,82,0.08,6,2,1,5-6,low,hard
step,j,82,0.08,4,1,0,5-6,low,hard
seat,j,81,0.08,4,1,0,5-6,low,hard
pants,j,81,0.08,5,1,1,5-6,low,hard
tarred,j,81,0.08,6,2,1,5-6,low,hard
anger,j,81,0.08,5,2,0,5-6,low,hard
sipper,n,81,0.08,6,2,0,5-6,low,hard
target,j,81,0.08,6,2,0,5-6,low,hard
cozy,v,80,0.08,4,2,0,5-6,low,hard
oafish,j,80,0.08,6,2,1,5-6,low,hard
zoster,n,80,0.08,6,2,0,5-6,low,hard
tipple,n,80,0.08,6,2,0,5-6,low,hard
warm,j,79,0.08,4,1,0,5-6,low,hard
lawyer,j,79,0.08,6,2,0,5-6,low,hard
goer,n,79,0.08,4,1,0,5-6,low,hard
bean,n,79,0.08,4,1,0,5-6,low,hard
curd,n,79,0.08,4,1,0,5-6,low,hard
claw,j,79,0.08,4,1,0,5-6,low,hard
booby,n,79,0.08,5,2,0,5-6,low,hard
trap,n,79,0.08,4,1,0,5-6,low,hard
ranked,j,79,0.08,6,2,1,5-6,low,hard
dicker,v,78,0.08,6,2,0,5-6,low,hard
burble,n,78,0.08,6,2,0,5-6,low,hard
docked,j,78,0.08,6,2,1,5-6,low,hard
rhymed,j,78,0.08,6,2,1,5-6,low,hard
empty,j,78,0.08,5,2,0,5-6,low,hard
headed,j,78,0.08,6,2,1,5-6,low,hard
yellow,j,78,0.08,6,2,0,5-6,low,hard
tin,j,77,0.08,3,1,0,5-6,low,hard
glazed,j,77,0.08,6,2,1,5-6,low,hard
tilled,j,77,0.08,6,2,1,5-6,low,hard
matcha,n,77,0.08,6,2,2,5-6,low,hard
arab,j,77,0.08,4,2,0,5-6,low,hard
mamluk,j,77,0.08,6,2,0,5-6,low,hard
chip,j,77,0.08,4,1,1,5-6,low,hard
drover,n,76,0.08,6,2,0,5-6,low,hard
credit,j,76,0.08,6,2,1,5-6,low,hard
magus,n,76,0.08,5,2,0,5-6,low,hard
police,j,76,0.08,6,2,0,5-6,low,hard
take,n,76,0.08,4,1,0,5-6,low,hard
leary,j,76,0.08,5,2,0,5-6,low,hard
decent,j,76,0.08,6,2,1,5-6,low,hard
bar,j,76,0.08,3,1,0,5-6,low,hard
elute,v,75,0.08,5,2,0,5-6,low,hard
ankle,j,75,0.08,5,2,0,5-6,low,hard
love,j,75,0.08,4,1,0,5-6,low,hard
struck,j,75,0.08,6,1,1,5-6,low,hard
bottom,j,75,0.08,6,2,0,5-6,low,hard
mad,j,75,0.08,3,1,0,5-6,low,hard
sleepy,j,74,0.07,6,2,0,5-6,low,hard
filled,j,74,0.07,6,1,1,5-6,low,hard
cloth,j,74,0.07,5,1,0,5-6,low,hard
global,j,74,0.07,6,2,0,5-6,low,hard
motor,j,74,0.07,5,2,0,5-6,low,hard
whump,n,74,0.07,5,1,1,5-6,low,hard
flea,j,74,0.07,4,1,0,5-6,low,hard
hidey,n,74,0.07,5,2,0,5-6,low,hard
hole,n,74,0.07,4,1,0,5-6,low,hard
toile,j,73,0.07,5,1,0,5-6,low,hard
fully,j,73,0.07,5,2,0,5-6,low,hard
dense,j,73,0.07,5,1,0,5-6,low,hard
hasp,n,73,0.07,4,1,0,5-6,low,hard
winner,j,73,0.07,6,2,0,5-6,low,hard
binoc,n,73,0.07,5,2,0,5-6,low,hard
nba,j,73,0.07,3,1,0,5-6,low,hard
issue,j,73,0.07,5,2,0,5-6,low,hard
ditz,n,73,0.07,4,1,0,5-6,low,hard
red,j,73,0.07,3,1,1,5-6,low,hard
robed,j,73,0.07,5,2,1,5-6,low,hard
peds,n,73,0.07,4,1,1,5-6,low,hard
fillip,n,72,0.07,6,2,0,5-6,low,hard
good,j,72,0.07,4,1,0,5-6,low,hard
guy,j,72,0.07,3,1,0,5-6,low,hard
cheep,v,72,0.07,5,1,1,5-6,low,hard
job,j,72,0.07,3,1,0,5-6,low,hard
waspy,j,72,0.07,5,2,0,5-6,low,hard
saving,j,72,0.07,6,2,1,5-6,low,hard
formic,j,71,0.07,6,2,0,5-6,low,hard
body,j,71,0.07,4,2,0,5-6,low,hard
estate,j,71,0.07,6,2,0,5-6,low,hard
burnet,n,70,0.07,6,2,0,5-6,low,hard
sung,j,70,0.07,4,1,0,5-6,low,hard
xylem,n,69,0.07,5,2,0,5-6,low,hard
flam,n,69,0.07,4,1,0,5-6,low,hard
hawk,j,69,0.07,4,1,0,5-6,low,hard
main,j,69,0.07,4,1,0,5-6,low,hard
option,n,69,0.07,6,2,0,5-6,low,hard
female,j,69,0.07,6,2,0,5-6,low,hard
smart,j,68,0.07,5,1,0,5-6,low,hard
aleck,j,68,0.07,5,2,0,5-6,low,hard
oink,n,68,0.07,4,1,0,5-6,low,hard
coccus,n,68,0.07,6,2,0,5-6,low,hard
raga,n,68,0.07,4,2,0,5-6,low,hard
bestir,v,68,0.07,6,2,0,5-6,low,hard
house,j,68,0.07,5,1,1,5-6,low,hard
abuse,j,68,0.07,5,2,0,5-6,low,hard
stoat,n,68,0.07,5,1,0,5-6,low,hard
value,n,68,0.07,5,2,0,5-6,low,hard
keen,j,68,0.07,4,1,0,5-6,low,hard
kopeck,n,67,0.07,6,2,0,5-6,low,hard
dash,j,67,0.07,4,1,1,5-6,low,hard
stare,n,67,0.07,5,1,0,5-6,low,hard
group,j,67,0.07,5,1,1,5-6,low,hard
mealy,j,67,0.07,5,2,0,5-6,low,hard
stage,j,67,0.07,5,1,0,5-6,low,hard
rock,j,67,0.07,4,1,0,5-6,low,hard
riprap,n,67,0.07,6,2,0,5-6,low,hard
campus,j,67,0.07,6,2,0,5-6,low,hard
envied,j,67,0.07,6,2,2,5-6,low,hard
profit,j,66,0.07,6,2,0,5-6,low,hard
dinner,j,66,0.07,6,2,0,5-6,low,hard
razzle,j,66,0.07,6,2,0,5-6,low,hard
dazzle,j,66,0.07,6,2,0,5-6,low,hard
dose,j,66,0.07,4,1,0,5-6,low,hard
lopper,n,66,0.07,6,2,0,5-6,low,hard
player,j,66,0.07,6,2,0,5-6,low,hard
mouldy,j,66,0.07,6,2,1,5-6,low,hard
sponge,j,66,0.07,6,1,0,5-6,low,hard
stick,j,65,0.07,5,1,0,5-6,low,hard
figure,j,65,0.07,6,2,0,5-6,low,hard
salish,j,65,0.07,6,2,1,5-6,low,hard
raggy,j,65,0.07,5,2,0,5-6,low,hard
peri,n,64,0.06,4,2,0,5-6,low,hard
hotel,j,64,0.06,5,2,0,5-6,low,hard
sunni,j,64,0.06,5,2,0,5-6,low,hard
shiite,j,64,0.06,6,1,1,5-6,low,hard
club,j,64,0.06,4,1,0,5-6,low,hard
head,n,63,0.06,4,1,0,5-6,low,hard
butt,n,63,0.06,4,1,0,5-6,low,hard
lime,j,63,0.06,4,1,0,5-6,low,hard
tetra,n,63,0.06,5,2,0,5-6,low,hard
fair,j,63,0.06,4,1,0,5-6,low,hard
coach,n,63,0.06,5,1,1,5-6,low,hard
ridden,j,63,0.06,6,2,0,5-6,low,hard
verb,j,62,0.06,4,1,0,5-6,low,hard
needle,j,62,0.06,6,2,1,5-6,low,hard
lister,n,62,0.06,6,2,0,5-6,low,hard
ages,j,62,0.06,4,2,0,5-6,low,hard
bap,n,62,0.06,3,1,0,5-6,low,hard
wise,j,62,0.06,4,1,0,5-6,low,hard
heavy,j,62,0.06,5,2,0,5-6,low,hard
just,j,62,0.06,4,1,0,5-6,low,hard
picked,j,62,0.06,6,1,1,5-6,low,hard
surah,n,61,0.06,5,2,0,5-6,low,hard
puce,n,61,0.06,4,1,0,5-6,low,hard
namby,j,61,0.06,5,2,0,5-6,low,hard
pamby,j,61,0.06,5,2,0,5-6,low,hard
clean,j,61,0.06,5,1,0,5-6,low,hard
lined,j,61,0.06,5,2,1,5-6,low,hard
dual,j,61,0.06,4,2,0,5-6,low,hard
income,j,61,0.06,6,2,0,5-6,low,hard
congee,n,60,0.06,6,1,0,5-6,low,hard
agent,j,60,0.06,5,2,1,5-6,low,hard
west,j,60,0.06,4,1,0,5-6,low,hard
indent,n,60,0.06,6,2,2,5-6,low,hard
fish,j,59,0.06,4,1,1,5-6,low,hard
humic,j,59,0.06,5,2,0,5-6,low,hard
racism,j,59,0.06,6,2,0,5-6,low,hard
told,j,59,0.06,4,1,0,5-6,low,hard
roped,j,59,0.06,5,2,1,5-6,low,hard
strewn,j,59,0.06,6,1,1,5-6,low,hard
ragtop,n,59,0.06,6,2,0,5-6,low,hard
nisei,n,58,0.06,5,2,0,5-6,low,hard
dowser,n,58,0.06,6,2,0,5-6,low,hard
obeah,n,58,0.06,5,2,0,5-6,low,hard
hissy,n,58,0.06,5,2,0,5-6,low,hard
laced,j,58,0.06,5,2,1,5-6,low,hard
food,j,58,0.06,4,1,0,5-6,low,hard
folk,j,57,0.06,4,1,0,5-6,low,hard
art,j,57,0.06,3,1,0,5-6,low,hard
solid,j,57,0.06,5,2,0,5-6,low,hard
sheep,j,57,0.06,5,1,1,5-6,low,hard
veld,n,57,0.06,4,1,0,5-6,low,hard
this,j,57,0.06,4,1,0,5-6,low,hard
unreel,v,57,0.06,6,2,0,5-6,low,hard
device,j,57,0.06,6,2,0,5-6,low,hard
mochi,n,57,0.06,5,2,1,5-6,low,hard
cloze,n,57,0.06,5,1,0,5-6,low,hard
sambal,n,57,0.06,6,2,0,5-6,low,hard
conn,n,57,0.06,4,1,0,5-6,low,hard
played,j,56,0.06,6,1,1,5-6,low,hard
cooker,j,56,0.06,6,2,0,5-6,low,hard
ruddy,j,56,0.06,5,2,0,5-6,low,hard
shim,v,56,0.06,4,1,1,5-6,low,hard
trash,j,56,0.06,5,1,1,5-6,low,hard
fuss,j,55,0.06,4,1,0,5-6,low,hard
stain,j,55,0.06,5,1,0,5-6,low,hard
draft,j,55,0.06,5,1,0,5-6,low,hard
relief,j,55,0.06,6,2,1,5-6,low,hard
fierce,j,54,0.05,6,1,1,5-6,low,hard
dry,j,54,0.05,3,1,0,5-6,low,hard
goods,j,54,0.05,5,1,0,5-6,low,hard
border,j,54,0.05,6,2,0,5-6,low,hard
pigeon,j,54,0.05,6,2,0,5-6,low,hard
toed,j,54,0.05,4,1,1,5-6,low,hard
manis,n,54,0.05,5,2,0,5-6,low,hard
cha,n,54,0.05,3,1,1,5-6,low,hard
gas,j,53,0.05,3,1,0,5-6,low,hard
giant,j,53,0.05,5,2,1,5-6,low,hard
flower,j,53,0.05,6,2,0,5-6,low,hard
share,j,53,0.05,5,1,1,5-6,low,hard
nice,j,52,0.05,4,1,0,5-6,low,hard
carib,n,52,0.05,5,2,0,5-6,low,hard
choc,n,52,0.05,4,1,1,5-6,low,hard
lowest,j,52,0.05,6,2,0,5-6,low,hard
medius,n,52,0.05,6,2,1,5-6,low,hard
color,n,52,0.05,5,2,0,5-6,low,hard
kora,n,52,0.05,4,2,0,5-6,low,hard
hijra,n,52,0.05,5,2,0,5-6,low,hard
trine,n,51,0.05,5,1,0,5-6,low,hard
swazi,j,51,0.05,5,2,0,5-6,low,hard
chosen,j,51,0.05,6,2,1,5-6,low,hard
rush,j,51,0.05,4,1,1,5-6,low,hard
miles,j,51,0.05,5,1,0,5-6,low,hard
rasher,n,51,0.05,6,2,1,5-6,low,hard
final,j,51,0.05,5,2,0,5-6,low,hard
peplum,n,50,0.05,6,2,0,5-6,low,hard
maguey,n,50,0.05,6,2,0,5-6,low,hard
amish,j,50,0.05,5,2,1,5-6,low,hard
gamine,n,50,0.05,6,2,0,5-6,low,hard
table,j,49,0.05,5,2,0,5-6,low,hard
gravid,j,49,0.05,6,2,0,5-6,low,hard
walla,n,49,0.05,5,2,0,5-6,low,hard
kulak,n,49,0.05,5,2,0,5-6,low,hard
ilium,n,49,0.05,5,2,0,5-6,low,hard
metal,j,49,0.05,5,2,0,5-6,low,hard
poor,j,49,0.05,4,1,0,5-6,low,hard
axe,n,49,0.05,3,1,0,5-6,low,hard
olmec,n,49,0.05,5,2,0,5-6,low,hard
cruet,n,49,0.05,5,1,0,5-6,low,hard
bunkum,n,49,0.05,6,2,0,5-6,low,hard
evil,j,49,0.05,4,2,0,5-6,low,hard
same,j,48,0.05,4,1,0,5-6,low,hard
croton,n,48,0.05,6,2,0,5-6,low,hard
ball,j,48,0.05,4,1,0,5-6,low,hard
pure,j,48,0.05,4,1,0,5-6,low,hard
howto,n,48,0.05,5,2,0,5-6,low,hard
freeze,j,48,0.05,6,1,0,5-6,low,hard
super,n,47,0.05,5,2,0,5-6,low,hard
endcap,n,47,0.05,6,2,1,5-6,low,hard
lizard,j,47,0.05,6,2,0,5-6,low,hard
thrice,j,47,0.05,6,1,1,5-6,low,hard
item,j,47,0.05,4,2,0,5-6,low,hard
rust,j,47,0.05,4,1,0,5-6,low,hard
heated,j,47,0.05,6,2,1,5-6,low,hard
pass,j,47,0.05,4,1,0,5-6,low,hard
fail,j,47,0.05,4,1,0,5-6,low,hard
summer,j,46,0.05,6,2,0,5-6,low,hard
favor,j,46,0.05,5,2,0,5-6,low,hard
shrike,n,46,0.05,6,1,1,5-6,low,hard
bazar,n,46,0.05,5,2,0,5-6,low,hard
recent,j,46,0.05,6,2,1,5-6,low,hard
team,j,46,0.05,4,1,0,5-6,low,hard
turned,j,46,0.05,6,1,1,5-6,low,hard
active,j,46,0.05,6,2,0,5-6,low,hard
witch,j,46,0.05,5,1,2,5-6,low,hard
hunt,j,46,0.05,4,1,1,5-6,low,hard
judge,j,46,0.05,5,1,0,5-6,low,hard
hemmed,j,45,0.05,6,2,1,5-6,low,hard
foam,j,45,0.05,4,1,0,5-6,low,hard
rubber,j,45,0.05,6,2,0,5-6,low,hard
insure,n,45,0.05,6,2,0,5-6,low,hard
handsy,j,45,0.05,6,2,1,5-6,low,hard
visite,n,45,0.05,6,2,0,5-6,low,hard
then,j,45,0.05,4,1,0,5-6,low,hard
moon,j,45,0.05,4,1,0,5-6,low,hard
cliff,j,45,0.05,5,1,0,5-6,low,hard
dozing,j,45,0.05,6,2,1,5-6,low,hard
legal,j,45,0.05,5,2,0,5-6,low,hard
plushy,j,45,0.05,6,2,1,5-6,low,hard
data,j,45,0.05,4,2,0,5-6,low,hard
employ,v,44,0.04,6,2,0,5-6,low,hard
weight,j,44,0.04,6,1,1,5-6,low,hard
ditsy,j,44,0.04,5,2,0,5-6,low,hard
caste,j,44,0.04,5,1,0,5-6,low,hard
capped,j,44,0.04,6,2,1,5-6,low,hard
ill,j,44,0.04,3,1,0,5-6,low,hard
flaxen,j,43,0.04,6,2,0,5-6,low,hard
timber,j,43,0.04,6,2,0,5-6,low,hard
frame,j,43,0.04,5,1,0,5-6,low,hard
bed,j,43,0.04,3,1,1,5-6,low,hard
wife,n,43,0.04,4,1,0,5-6,low,hard
reseat,v,43,0.04,6,2,0,5-6,low,hard
