lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
temper,v,2995,3.02,6,2,0,5-6,medium,hard
wiring,n,2975,3.0,6,2,1,5-6,medium,hard
peel,n,2971,2.99,4,1,0,5-6,medium,moderate
ivy,n,2957,2.98,3,2,0,5-6,medium,moderate
binder,n,2942,2.96,6,2,1,5-6,medium,hard
jagged,j,2938,2.96,6,2,1,5-6,medium,hard
scold,v,2935,2.96,5,1,0,5-6,medium,moderate
chain,v,2925,2.95,5,1,1,5-6,medium,moderate
bulky,j,2912,2.93,5,2,0,5-6,medium,moderate
mashed,j,2898,2.92,6,2,2,5-6,medium,hard
three,j,2894,2.91,5,1,1,5-6,medium,moderate
day,j,2894,2.91,3,1,0,5-6,medium,moderate
rbi,n,2879,2.9,3,1,0,5-6,medium,moderate
kettle,n,2849,2.87,6,2,0,5-6,medium,hard
hmo,n,2835,2.85,3,1,0,5-6,medium,moderate
acquit,v,2828,2.85,6,2,0,5-6,medium,hard
old,n,2815,2.83,3,1,0,5-6,medium,moderate
tame,v,2805,2.82,4,1,0,5-6,medium,moderate
mend,v,2800,2.82,4,1,1,5-6,medium,moderate
flora,n,2791,2.81,5,2,0,5-6,medium,moderate
ultra,r,2770,2.79,5,2,0,5-6,medium,moderate
umpire,n,2767,2.79,6,2,0,5-6,medium,hard
gossip,v,2764,2.78,6,2,0,5-6,medium,hard
linked,j,2758,2.78,6,1,1,5-6,medium,hard
grand,n,2750,2.77,5,1,1,5-6,medium,moderate
bony,j,2747,2.77,4,2,0,5-6,medium,moderate
excess,i,2731,2.75,6,2,0,5-6,medium,hard
vial,n,2727,2.75,4,1,0,5-6,medium,moderate
dock,v,2721,2.74,4,1,0,5-6,medium,moderate
wreak,v,2715,2.73,5,1,1,5-6,medium,moderate
wanted,j,2712,2.73,6,2,2,5-6,medium,hard
brute,n,2704,2.72,5,1,0,5-6,medium,moderate
blurt,v,2699,2.72,5,1,0,5-6,medium,moderate
mute,j,2680,2.7,4,1,0,5-6,medium,moderate
squirm,v,2673,2.69,6,1,0,5-6,medium,hard
anti,j,2670,2.69,4,2,1,5-6,medium,moderate
flop,n,2656,2.67,4,1,0,5-6,medium,moderate
issuer,n,2654,2.67,6,2,0,5-6,medium,hard
chute,n,2651,2.67,5,1,1,5-6,medium,moderate
mod,n,2639,2.66,3,1,0,5-6,medium,moderate
kudos,n,2628,2.65,5,2,0,5-6,medium,moderate
pool,v,2620,2.64,4,1,0,5-6,medium,moderate
bazaar,n,2608,2.63,6,2,0,5-6,medium,hard
half,m,2598,2.62,4,1,0,5-6,medium,moderate
anal,j,2581,2.6,4,2,0,5-6,medium,moderate
paying,j,2573,2.59,6,2,1,5-6,medium,hard
duel,n,2569,2.59,4,1,0,5-6,medium,moderate
maxim,n,2565,2.58,5,2,0,5-6,medium,moderate
czar,n,2561,2.58,4,1,0,5-6,medium,moderate
humid,j,2551,2.57,5,2,0,5-6,medium,moderate
shed,v,2549,2.57,4,1,2,5-6,medium,moderate
mare,n,2545,2.56,4,1,0,5-6,medium,moderate
replay,n,2537,2.55,6,2,0,5-6,medium,hard
bulge,v,2534,2.55,5,1,0,5-6,medium,moderate
ahem,u,2525,2.54,4,2,0,5-6,medium,moderate
even,j,2517,2.53,4,2,0,5-6,medium,moderate
typing,n,2513,2.53,6,2,1,5-6,medium,hard
washer,n,2486,2.5,6,2,1,5-6,medium,hard
gobble,v,2466,2.48,6,2,0,5-6,medium,hard
steep,v,2461,2.48,5,1,0,5-6,medium,moderate
blush,n,2452,2.47,5,1,1,5-6,medium,moderate
sneeze,v,2447,2.46,6,1,0,5-6,medium,hard
grassy,j,2432,2.45,6,2,0,5-6,medium,hard
unreal,j,2428,2.45,6,2,0,5-6,medium,hard
labour,j,2420,2.44,6,2,1,5-6,medium,hard
dew,n,2405,2.42,3,1,0,5-6,medium,moderate
jolt,n,2401,2.42,4,1,0,5-6,medium,moderate
euro,j,2398,2.41,4,2,0,5-6,medium,moderate
wacky,j,2372,2.39,5,2,0,5-6,medium,moderate
dampen,v,2363,2.38,6,2,0,5-6,medium,hard
after,j,2355,2.37,5,2,0,5-6,medium,moderate
school,j,2355,2.37,6,1,1,5-6,medium,hard
antics,n,2349,2.37,6,2,1,5-6,medium,hard
gulp,v,2346,2.36,4,1,0,5-6,medium,moderate
ambush,v,2341,2.36,6,2,1,5-6,medium,hard
style,v,2338,2.35,5,1,0,5-6,medium,moderate
alike,j,2329,2.35,5,2,0,5-6,medium,moderate
first,j,2325,2.34,5,1,0,5-6,medium,moderate
class,j,2325,2.34,5,1,0,5-6,medium,moderate
damned,r,2302,2.32,6,2,1,5-6,medium,hard
edge,j,2299,2.32,4,1,1,5-6,medium,moderate
mash,v,2296,2.31,4,1,1,5-6,medium,moderate
sprig,n,2291,2.31,5,1,0,5-6,medium,moderate
squeak,v,2283,2.3,6,1,0,5-6,medium,hard
gator,n,2281,2.3,5,2,0,5-6,medium,moderate
arch,v,2276,2.29,4,1,1,5-6,medium,moderate
welsh,j,2262,2.28,5,1,1,5-6,medium,moderate
hard,j,2252,2.27,4,1,0,5-6,medium,moderate
core,j,2252,2.27,4,1,0,5-6,medium,moderate
arid,j,2250,2.27,4,2,0,5-6,medium,moderate
voodoo,n,2242,2.26,6,2,0,5-6,medium,hard
crotch,n,2235,2.25,6,1,2,5-6,medium,hard
dwarf,v,2232,2.25,5,1,0,5-6,medium,moderate
scrape,n,2224,2.24,6,1,0,5-6,medium,hard
hedge,v,2221,2.24,5,1,1,5-6,medium,moderate
smirk,v,2218,2.23,5,1,0,5-6,medium,moderate
bosom,n,2214,2.23,5,2,0,5-6,medium,moderate
sub,j,2209,2.22,3,1,0,5-6,medium,moderate
rom,n,2203,2.22,3,1,0,5-6,medium,moderate
silky,j,2200,2.22,5,2,0,5-6,medium,moderate
peg,n,2196,2.21,3,1,0,5-6,medium,moderate
vocals,n,2181,2.2,6,2,0,5-6,medium,hard
wag,v,2177,2.19,3,1,0,5-6,medium,moderate
sigma,n,2174,2.19,5,2,0,5-6,medium,moderate
slit,n,2165,2.18,4,1,0,5-6,medium,moderate
spoon,v,2158,2.17,5,1,0,5-6,medium,moderate
bumpy,j,2145,2.16,5,2,0,5-6,medium,moderate
limp,n,2132,2.15,4,1,0,5-6,medium,moderate
ailing,j,2131,2.15,6,2,1,5-6,medium,hard
small,j,2127,2.14,5,1,0,5-6,medium,moderate
scale,j,2127,2.14,5,1,0,5-6,medium,moderate
ruby,n,2113,2.13,4,2,0,5-6,medium,moderate
trim,j,2111,2.24,4,1,0,5-6,medium,moderate
hectic,j,2108,2.12,6,2,0,5-6,medium,hard
liking,n,2105,2.12,6,2,1,5-6,medium,hard
puke,v,2097,2.11,4,1,0,5-6,medium,moderate
swerve,v,2088,2.1,6,1,0,5-6,medium,hard
seated,j,2085,2.1,6,2,1,5-6,medium,hard
suitor,n,2083,2.1,6,2,0,5-6,medium,hard
break,n,2080,2.09,5,1,0,5-6,medium,moderate
subdue,v,2070,2.08,6,1,0,5-6,medium,hard
unwind,v,2067,2.08,6,2,1,5-6,medium,hard
covet,v,2057,2.07,5,2,0,5-6,medium,moderate
scoot,v,2049,2.06,5,1,0,5-6,medium,moderate
kale,n,2033,2.05,4,1,0,5-6,medium,moderate
vat,n,2030,2.04,3,1,0,5-6,medium,moderate
fender,n,2028,2.04,6,2,1,5-6,medium,hard
prey,v,2024,2.04,4,1,0,5-6,medium,moderate
epoch,n,2022,2.04,5,2,1,5-6,medium,moderate
high,j,2017,2.03,4,1,1,5-6,medium,moderate
armpit,n,2009,2.02,6,2,0,5-6,medium,hard
blown,j,2005,2.02,5,1,0,5-6,medium,moderate
tau,n,1994,2.01,3,1,0,5-6,medium,moderate
catchy,j,1977,1.71,6,2,2,5-6,medium,hard
karate,n,1975,1.99,6,2,0,5-6,medium,hard
sling,n,1968,1.98,5,1,1,5-6,medium,moderate
behind,j,1965,1.98,6,2,1,5-6,medium,hard
the,j,1965,1.98,3,1,0,5-6,medium,moderate
scenes,j,1965,1.98,6,1,0,5-6,medium,hard
hoard,v,1956,1.97,5,1,0,5-6,medium,moderate
inward,j,1945,1.96,6,2,0,5-6,medium,hard
latch,n,1925,1.94,5,1,2,5-6,medium,moderate
extra,r,1924,1.94,5,2,0,5-6,medium,moderate
twenty,m,1912,1.93,6,2,1,5-6,medium,hard
eight,m,1912,1.93,5,1,1,5-6,medium,moderate
chime,n,1906,1.92,5,1,1,5-6,medium,moderate
smelly,j,1904,1.92,6,2,0,5-6,medium,hard
wide,j,1891,1.9,4,1,0,5-6,medium,moderate
sheen,n,1888,1.9,5,1,1,5-6,medium,moderate
howdy,u,1880,1.89,5,2,0,5-6,medium,moderate
rustle,v,1875,1.89,6,2,0,5-6,medium,hard
seaman,n,1868,1.88,6,2,0,5-6,medium,hard
solar,n,1845,1.86,5,2,0,5-6,medium,moderate
gaffe,n,1843,1.86,5,1,0,5-6,medium,moderate
prize,v,1837,1.85,5,1,0,5-6,medium,moderate
corny,j,1834,1.85,5,2,0,5-6,medium,moderate
icing,n,1831,1.84,5,2,1,5-6,medium,moderate
skid,n,1796,1.81,4,1,0,5-6,medium,moderate
faggot,n,1787,1.8,6,2,0,5-6,medium,hard
flaunt,v,1774,1.79,6,1,1,5-6,medium,hard
maiden,j,1772,1.78,6,2,0,5-6,medium,hard
tot,n,1769,1.78,3,1,0,5-6,medium,moderate
ditto,n,1764,1.78,5,2,0,5-6,medium,moderate
allot,v,1762,1.77,5,2,0,5-6,medium,moderate
stout,n,1758,1.77,5,1,1,5-6,medium,moderate
drape,n,1755,1.77,5,1,0,5-6,medium,moderate
madly,r,1754,1.77,5,2,0,5-6,medium,moderate
meet,n,1751,1.76,4,1,0,5-6,medium,moderate
gran,n,1741,1.75,4,1,0,5-6,medium,moderate
graft,n,1735,1.75,5,1,0,5-6,medium,moderate
slimy,j,1734,1.75,5,2,0,5-6,medium,moderate
burr,n,1730,1.74,4,1,0,5-6,medium,moderate
whine,n,1726,1.74,5,1,1,5-6,medium,moderate
peep,n,1719,1.73,4,1,0,5-6,medium,moderate
heron,n,1713,1.73,5,2,0,5-6,medium,moderate
paved,j,1707,1.72,5,2,1,5-6,medium,moderate
woven,j,1703,1.71,5,2,0,5-6,medium,moderate
fresco,n,1701,1.71,6,2,0,5-6,medium,hard
avail,n,1696,1.71,5,2,0,5-6,medium,moderate
nectar,n,1693,1.7,6,2,0,5-6,medium,hard
clamp,n,1691,1.7,5,1,0,5-6,medium,moderate
posh,j,1686,1.7,4,1,1,5-6,medium,moderate
septic,j,1682,1.69,6,2,0,5-6,medium,hard
hooded,j,1669,1.68,6,2,1,5-6,medium,hard
keep,n,1667,1.68,4,1,0,5-6,medium,moderate
frosty,j,1659,1.67,6,2,0,5-6,medium,hard
nimble,j,1657,1.67,6,2,0,5-6,medium,hard
poop,v,1654,1.67,4,1,0,5-6,medium,moderate
biting,j,1639,1.65,6,2,1,5-6,medium,hard
amends,n,1622,1.63,6,2,1,5-6,medium,hard
person,j,1614,1.63,6,2,0,5-6,medium,hard
waxed,j,1612,1.62,5,2,1,5-6,medium,moderate
tic,n,1604,1.62,3,1,0,5-6,medium,moderate
sassy,j,1596,1.61,5,2,0,5-6,medium,moderate
pepper,v,1595,1.61,6,2,0,5-6,medium,hard
kilo,n,1588,1.6,4,2,0,5-6,medium,moderate
rem,n,1581,1.59,3,1,0,5-6,medium,moderate
state,j,1577,1.59,5,1,0,5-6,medium,moderate
easel,n,1571,1.58,5,2,0,5-6,medium,moderate
pocket,v,1569,1.58,6,2,0,5-6,medium,hard
muffle,v,1563,1.57,6,2,0,5-6,medium,hard
off,j,1562,1.57,3,1,0,5-6,medium,moderate
limits,j,1562,1.57,6,2,0,5-6,medium,hard
blight,n,1561,1.57,6,1,1,5-6,medium,hard
adhd,n,1556,1.57,4,1,0,5-6,medium,moderate
outrun,v,1555,1.57,6,2,1,5-6,medium,hard
sire,n,1547,1.56,4,1,0,5-6,medium,moderate
bubbly,j,1545,1.56,6,2,0,5-6,medium,hard
behead,v,1542,1.55,6,2,0,5-6,medium,hard
breezy,j,1539,1.55,6,2,0,5-6,medium,hard
bushel,n,1532,1.46,6,2,1,5-6,medium,hard
ember,n,1528,1.54,5,2,0,5-6,medium,moderate
noble,n,1517,1.53,5,2,0,5-6,medium,moderate
course,v,1512,1.52,6,1,1,5-6,medium,hard
leech,n,1508,1.52,5,1,1,5-6,medium,moderate
quran,n,1504,1.51,5,2,0,5-6,medium,moderate
aloof,j,1502,1.51,5,2,0,5-6,medium,moderate
wimp,n,1500,1.51,4,1,0,5-6,medium,moderate
hookup,n,1489,1.5,6,2,0,5-6,medium,hard
turd,n,1485,1.5,4,1,0,5-6,medium,moderate
milk,v,1483,1.49,4,1,0,5-6,medium,moderate
tram,n,1476,1.49,4,1,0,5-6,medium,moderate
fecal,j,1474,1.48,5,2,0,5-6,medium,moderate
drunk,n,1469,1.48,5,1,0,5-6,medium,moderate
gluten,j,1465,1.48,6,2,0,5-6,medium,hard
whisky,n,1462,1.47,6,2,1,5-6,medium,hard
touchy,j,1449,1.46,6,2,2,5-6,medium,hard
spoke,n,1447,1.46,5,1,0,5-6,medium,moderate
vest,v,1442,1.45,4,1,0,5-6,medium,moderate
caviar,n,1441,1.45,6,2,0,5-6,medium,hard
flunk,v,1438,1.45,5,1,0,5-6,medium,moderate
brine,n,1431,1.44,5,1,0,5-6,medium,moderate
spoils,n,1427,1.44,6,1,0,5-6,medium,hard
assist,n,1415,1.42,6,2,0,5-6,medium,hard
second,v,1412,1.42,6,2,1,5-6,medium,hard
lien,n,1411,1.42,4,1,1,5-6,medium,moderate
douche,n,1409,1.42,6,1,2,5-6,medium,hard
ahold,n,1407,1.42,5,2,0,5-6,medium,moderate
tax,j,1405,1.41,3,1,0,5-6,medium,moderate
jaded,j,1398,1.41,5,2,1,5-6,medium,moderate
husk,n,1395,1.4,4,1,0,5-6,medium,moderate
banter,n,1390,1.4,6,2,1,5-6,medium,hard
ode,n,1384,1.39,3,1,0,5-6,medium,moderate
navel,n,1382,1.39,5,2,0,5-6,medium,moderate
mail,n,1377,1.39,4,1,0,5-6,medium,moderate
order,n,1377,1.39,5,2,0,5-6,medium,moderate
fabled,j,1369,1.38,6,2,1,5-6,medium,hard
denier,n,1368,1.38,6,2,1,5-6,medium,hard
cinder,n,1366,1.38,6,2,1,5-6,medium,hard
sled,n,1356,1.37,4,1,1,5-6,medium,moderate
ration,v,1354,1.36,6,2,0,5-6,medium,hard
spate,n,1340,1.35,5,1,0,5-6,medium,moderate
rebuke,v,1329,1.34,6,2,0,5-6,medium,hard
suede,n,1325,1.33,5,1,1,5-6,medium,moderate
infra,r,1323,1.33,5,2,0,5-6,medium,moderate
noodle,v,1316,1.33,6,2,0,5-6,medium,hard
recap,n,1314,1.32,5,2,0,5-6,medium,moderate
puny,j,1311,1.32,4,2,0,5-6,medium,moderate
laurel,n,1307,1.32,6,2,0,5-6,medium,hard
fifth,m,1305,1.31,5,1,0,5-6,medium,moderate
two,m,1296,1.31,3,1,0,5-6,medium,moderate
ouster,n,1291,1.3,6,2,1,5-6,medium,hard
tryout,n,1290,1.3,6,1,1,5-6,medium,hard
hoe,n,1279,1.29,3,1,0,5-6,medium,moderate
poly,n,1266,1.27,4,2,0,5-6,medium,moderate
barter,v,1263,1.27,6,2,0,5-6,medium,hard
mystic,j,1253,1.26,6,2,0,5-6,medium,hard
wrest,v,1245,1.25,5,1,1,5-6,medium,moderate
commie,n,1240,1.25,6,1,1,5-6,medium,hard
well,j,1239,1.25,4,1,0,5-6,medium,moderate
rec,n,1237,1.25,3,1,0,5-6,medium,moderate
wiper,n,1231,1.24,5,2,0,5-6,medium,moderate
snare,n,1229,1.24,5,1,0,5-6,medium,moderate
unmet,j,1222,1.23,5,2,0,5-6,medium,moderate
queasy,j,1221,1.23,6,2,0,5-6,medium,hard
rail,v,1218,1.23,4,1,0,5-6,medium,moderate
coy,j,1214,1.22,3,1,0,5-6,medium,moderate
stocky,j,1207,1.22,6,2,0,5-6,medium,hard
dab,n,1203,1.21,3,1,0,5-6,medium,moderate
stoic,j,1199,1.21,5,1,0,5-6,medium,moderate
thirty,m,1197,1.21,6,2,0,5-6,medium,hard
seven,m,1197,1.21,5,2,0,5-6,medium,moderate
resale,n,1185,1.19,6,2,0,5-6,medium,hard
jiggle,v,1174,1.18,6,2,0,5-6,medium,hard
gusto,n,1170,1.18,5,2,0,5-6,medium,moderate
inca,j,1163,1.17,4,2,0,5-6,medium,moderate
cross,n,1160,1.17,5,1,0,5-6,medium,moderate
trifle,n,1154,1.16,6,2,0,5-6,medium,hard
sneak,n,1153,1.16,5,1,0,5-6,medium,moderate
gated,j,1152,1.16,5,2,1,5-6,medium,moderate
rump,n,1148,1.16,4,1,0,5-6,medium,moderate
righty,j,1143,1.15,6,2,1,5-6,medium,hard
jurist,n,1141,1.15,6,2,0,5-6,medium,hard
mol,n,1139,1.15,3,1,0,5-6,medium,moderate
croak,v,1135,1.14,5,1,0,5-6,medium,moderate
coder,n,1130,1.14,5,2,0,5-6,medium,moderate
lingo,n,1125,1.13,5,2,1,5-6,medium,moderate
talon,n,1123,1.13,5,2,0,5-6,medium,moderate
direct,r,1122,1.13,6,2,0,5-6,medium,hard
choppy,j,1118,1.13,6,2,1,5-6,medium,hard
skewed,j,1116,1.12,6,2,1,5-6,medium,hard
mohawk,n,1114,1.12,6,2,0,5-6,medium,hard
swag,n,1107,1.11,4,1,0,5-6,medium,moderate
femur,n,1099,1.11,5,2,0,5-6,medium,moderate
lichen,n,1097,1.1,6,2,1,5-6,medium,hard
cobble,v,1092,1.1,6,2,0,5-6,medium,hard
pilot,n,1085,1.09,5,2,0,5-6,medium,moderate
pulley,n,1073,1.08,6,2,0,5-6,medium,hard
situ,r,1072,1.08,4,2,0,5-6,medium,moderate
aphid,n,1069,1.08,5,2,1,5-6,medium,moderate
refill,n,1063,1.07,6,2,0,5-6,medium,hard
dank,j,1062,1.07,4,1,0,5-6,medium,moderate
shyly,r,1061,1.07,5,2,1,5-6,medium,moderate
lewd,j,1057,1.06,4,1,0,5-6,medium,moderate
stew,v,1056,1.06,4,1,0,5-6,medium,moderate
left,n,1046,1.05,4,1,0,5-6,medium,moderate
hander,n,1046,1.05,6,2,1,5-6,medium,hard
set,j,1043,1.05,3,1,0,5-6,medium,moderate
druid,n,1041,1.05,5,1,0,5-6,medium,moderate
scone,n,1039,1.05,5,1,0,5-6,medium,moderate
octave,n,1033,1.04,6,2,0,5-6,medium,hard
hotbed,n,1031,1.04,6,2,1,5-6,medium,hard
rote,n,1028,1.04,4,1,0,5-6,medium,moderate
output,v,1023,1.03,6,2,1,5-6,medium,hard
fluff,v,1022,1.03,5,1,0,5-6,medium,moderate
nosy,j,1009,1.02,4,2,0,5-6,medium,moderate
spruce,v,1007,1.01,6,1,0,5-6,medium,hard
eye,j,1001,1.01,3,1,0,5-6,medium,moderate
whir,v,999,1.01,4,1,1,5-6,medium,moderate
bay,v,997,1.0,3,1,0,5-6,medium,moderate
putty,n,993,1.0,5,2,0,5-6,medium,moderate
right,j,991,1.0,5,1,1,5-6,medium,moderate
ripper,n,989,1.0,6,2,0,5-6,medium,hard
cuss,v,989,1.0,4,1,0,5-6,medium,moderate
slur,v,984,0.99,4,1,0,5-6,medium,moderate
whirl,n,982,0.99,5,1,1,5-6,medium,moderate
gutsy,j,980,0.99,5,2,0,5-6,medium,moderate
stilt,n,977,0.98,5,1,0,5-6,medium,moderate
fanboy,n,976,0.98,6,2,0,5-6,medium,hard
rudder,n,973,0.98,6,2,0,5-6,medium,hard
name,n,972,0.98,4,1,0,5-6,medium,moderate
anvil,n,970,0.98,5,2,0,5-6,medium,moderate
bawl,v,968,0.97,4,1,0,5-6,medium,moderate
eddy,n,968,0.97,4,2,1,5-6,medium,moderate
jinx,n,967,0.97,4,1,0,5-6,medium,moderate
beater,n,966,0.97,6,2,0,5-6,medium,hard
scent,v,965,0.97,5,1,1,5-6,medium,moderate
docile,j,964,0.97,6,2,0,5-6,medium,hard
mating,n,963,0.97,6,2,1,5-6,medium,hard
beefy,j,957,0.96,5,2,0,5-6,medium,moderate
cul,n,952,0.96,3,1,0,5-6,medium,moderate
sac,n,952,0.96,3,1,0,5-6,medium,moderate
thaw,n,949,0.96,4,1,0,5-6,medium,moderate
nose,v,945,0.95,4,1,0,5-6,medium,moderate
dole,n,940,0.95,4,1,0,5-6,medium,moderate
wispy,j,938,0.94,5,2,0,5-6,medium,moderate
herder,n,936,0.94,6,2,0,5-6,medium,hard
retort,n,930,0.94,6,2,0,5-6,medium,hard
opus,n,929,0.94,4,2,0,5-6,medium,moderate
maths,n,927,0.93,5,1,0,5-6,medium,moderate
end,j,922,0.93,3,1,1,5-6,medium,moderate
sepsis,n,921,0.93,6,2,0,5-6,medium,hard
blanch,v,918,0.92,6,1,1,5-6,medium,hard
showy,j,916,0.92,5,2,1,5-6,medium,moderate
test,j,913,0.92,4,1,0,5-6,medium,moderate
retest,j,913,0.92,6,2,0,5-6,medium,hard
arbor,n,904,0.91,5,2,0,5-6,medium,moderate
wick,n,902,0.91,4,1,0,5-6,medium,moderate
wild,j,899,0.91,4,1,0,5-6,medium,moderate
card,j,899,0.91,4,1,0,5-6,medium,moderate
site,j,896,0.9,4,1,0,5-6,medium,moderate
stent,n,888,0.94,5,1,1,5-6,medium,moderate
hummer,n,886,0.89,6,2,0,5-6,medium,hard
rifle,v,885,0.89,5,2,0,5-6,medium,moderate
pinky,n,883,0.89,5,2,0,5-6,medium,moderate
halter,n,880,0.89,6,2,0,5-6,medium,hard
wrack,v,878,0.88,5,1,1,5-6,medium,moderate
tingle,n,875,0.88,6,2,1,5-6,medium,hard
steady,r,870,0.88,6,2,0,5-6,medium,hard
rat,v,869,0.88,3,1,0,5-6,medium,moderate
doer,n,861,0.87,4,1,0,5-6,medium,moderate
lane,j,858,0.86,4,1,0,5-6,medium,moderate
ferret,v,857,0.86,6,2,0,5-6,medium,hard
singer,n,856,0.86,6,2,1,5-6,medium,hard
shill,n,852,0.86,5,1,1,5-6,medium,moderate
tiled,j,849,0.85,5,2,1,5-6,medium,moderate
amply,r,845,0.85,5,2,0,5-6,medium,moderate
dais,n,844,0.85,4,1,0,5-6,medium,moderate
rad,n,842,0.85,3,1,0,5-6,medium,moderate
muscle,v,838,0.84,6,2,0,5-6,medium,hard
judo,n,836,0.84,4,2,0,5-6,medium,moderate
peeve,n,833,0.84,5,1,0,5-6,medium,moderate
heads,n,832,0.84,5,1,0,5-6,medium,moderate
bevy,n,828,0.83,4,2,0,5-6,medium,moderate
groggy,j,826,0.83,6,2,0,5-6,medium,hard
trip,j,825,0.83,4,1,0,5-6,medium,moderate
side,n,819,0.82,4,1,0,5-6,medium,moderate
effect,n,819,0.82,6,2,0,5-6,medium,hard
cake,v,817,0.82,4,1,0,5-6,medium,moderate
glib,j,816,0.82,4,1,0,5-6,medium,moderate
keypad,n,815,0.82,6,2,0,5-6,medium,hard
loco,n,813,0.82,4,2,0,5-6,medium,moderate
genial,j,812,0.82,6,2,0,5-6,medium,hard
techie,n,810,0.82,6,1,2,5-6,medium,hard
iffy,j,809,0.81,4,2,0,5-6,medium,moderate
parlay,v,806,0.81,6,2,0,5-6,medium,hard
scuff,v,805,0.81,5,1,0,5-6,medium,moderate
aegis,n,802,0.81,5,2,0,5-6,medium,moderate
onsite,n,801,0.81,6,2,0,5-6,medium,hard
elbow,v,799,0.8,5,2,0,5-6,medium,moderate
kitty,j,797,0.8,5,2,0,5-6,medium,moderate
stylus,n,796,0.8,6,2,0,5-6,medium,hard
renown,n,793,0.8,6,2,0,5-6,medium,hard
chaste,j,791,0.8,6,1,1,5-6,medium,hard
mete,v,789,0.79,4,1,0,5-6,medium,moderate
flesh,v,787,0.79,5,1,1,5-6,medium,moderate
sioux,n,783,0.79,5,1,1,5-6,medium,moderate
walkie,n,782,0.79,6,1,1,5-6,medium,hard
talkie,n,782,0.79,6,1,1,5-6,medium,hard
unsung,j,779,0.78,6,2,0,5-6,medium,hard
pro,j,779,0.78,3,1,0,5-6,medium,moderate
smock,n,775,0.78,5,1,0,5-6,medium,moderate
hydro,n,770,0.78,5,2,0,5-6,medium,moderate
ooo,u,769,0.77,3,1,0,5-6,medium,moderate
fall,n,767,0.77,4,1,0,5-6,medium,moderate
haunch,n,766,0.77,6,1,1,5-6,medium,hard
cervix,n,765,0.77,6,2,0,5-6,medium,hard
yuppie,n,762,0.77,6,1,1,5-6,medium,hard
nation,n,760,0.77,6,2,0,5-6,medium,hard
non,n,759,0.76,3,1,0,5-6,medium,moderate
muslim,n,759,0.76,6,2,0,5-6,medium,hard
faze,v,755,0.76,4,1,0,5-6,medium,moderate
verge,v,748,0.75,5,1,0,5-6,medium,moderate
lumen,n,740,0.75,5,2,0,5-6,medium,moderate
flight,j,736,0.74,6,1,1,5-6,medium,hard
have,n,735,0.74,4,1,0,5-6,medium,moderate
not,n,735,0.74,3,1,0,5-6,medium,moderate
copier,n,733,0.74,6,2,1,5-6,medium,hard
piazza,n,732,0.74,6,2,0,5-6,medium,hard
huff,n,731,0.74,4,1,0,5-6,medium,moderate
hummus,n,725,0.73,6,2,0,5-6,medium,hard
whimsy,n,722,0.73,6,2,1,5-6,medium,hard
nine,m,720,0.73,4,1,0,5-6,medium,moderate
jaunty,j,719,0.72,6,2,1,5-6,medium,hard
aloe,n,716,0.72,4,1,0,5-6,medium,moderate
myrtle,n,712,0.72,6,2,0,5-6,medium,hard
glitzy,j,710,0.71,6,2,0,5-6,medium,hard
fold,j,707,0.71,4,1,0,5-6,medium,moderate
leer,v,704,0.71,4,1,0,5-6,medium,moderate
once,j,700,0.7,4,1,0,5-6,medium,moderate
chad,n,700,0.7,4,1,1,5-6,medium,moderate
jailer,n,691,0.7,6,2,0,5-6,medium,hard
preen,v,689,0.69,5,1,0,5-6,medium,moderate
cursed,j,688,0.69,6,2,1,5-6,medium,hard
big,n,687,0.69,3,1,0,5-6,medium,moderate
vixen,n,687,0.69,5,2,0,5-6,medium,moderate
foible,n,685,0.69,6,2,0,5-6,medium,hard
freed,j,683,0.69,5,1,1,5-6,medium,moderate
fifty,m,682,0.69,5,2,0,5-6,medium,moderate
party,j,682,0.69,5,2,0,5-6,medium,moderate
worse,n,681,0.69,5,1,0,5-6,medium,moderate
eyed,j,680,0.68,4,1,1,5-6,medium,moderate
shunt,v,677,0.68,5,1,2,5-6,medium,moderate
dengue,n,676,0.68,6,1,0,5-6,medium,hard
grovel,v,673,0.68,6,2,0,5-6,medium,hard
client,j,672,0.68,6,2,2,5-6,medium,hard
deb,n,670,0.67,3,1,0,5-6,medium,moderate
thrall,n,667,0.67,6,1,1,5-6,medium,hard
court,j,666,0.67,5,1,1,5-6,medium,moderate
norse,n,666,0.67,5,1,0,5-6,medium,moderate
creaky,j,665,0.67,6,2,0,5-6,medium,hard
spigot,n,663,0.67,6,2,0,5-6,medium,hard
lipids,n,662,0.67,6,2,0,5-6,medium,hard
hombre,n,656,0.66,6,1,0,5-6,medium,hard
methyl,n,655,0.66,6,2,0,5-6,medium,hard
back,i,648,0.65,4,1,0,5-6,medium,moderate
tarot,n,647,0.65,5,2,0,5-6,medium,moderate
plump,v,647,0.65,5,1,0,5-6,medium,moderate
rabble,n,646,0.65,6,2,0,5-6,medium,hard
alto,n,645,0.65,4,2,0,5-6,medium,moderate
hang,n,643,0.65,4,1,0,5-6,medium,moderate
weedy,j,631,0.64,5,2,1,5-6,medium,moderate
biotic,j,630,0.63,6,2,0,5-6,medium,hard
demur,v,627,0.63,5,2,0,5-6,medium,moderate
beach,v,625,0.63,5,1,1,5-6,medium,moderate
dino,n,624,0.63,4,2,0,5-6,medium,moderate
